id,name,symbol,rank,price,day_volume,market_cap,p_day_vol,available_supply,total_supply,p_tot_supply,max_supply,p_max_supply,p_change_hour,p_change_day,p_change_week,last_updated,load_date
nexus,Nexus,NXS,99,2.28887,2456680.0,128467178.0,0.0191230167755,56126900.0,56126900.0,1.0,1.0,0,-0.013,-0.0798,-0.3177,2018-03-14 10:34:05,2018-03-14 10:38:41
substratum,Substratum,SUB,100,0.559734,18296400.0,126551071.0,0.144577203934,226091449.0,352000000.0,0.642305252841,1.0,0,-0.0124,-0.0737,0.2663,2018-03-14 10:34:14,2018-03-14 10:38:41
pillar,Pillar,PLR,101,0.55313,87741.5,125773354.0,0.00069761596721,227384800.0,800000000.0,0.284231,1.0,0,-0.0032,-0.014,-0.2026,2018-03-14 10:34:12,2018-03-14 10:38:41
blocknet,Blocknet,BLOCK,102,24.3746,151471.0,123171884.0,0.00122975304981,5053288.0,5053288.0,1.0,1.0,0,-0.0054,-0.0243,-0.3618,2018-03-14 10:34:05,2018-03-14 10:38:41
cindicator,Cindicator,CND,103,0.0836513,1679050.0,120957822.0,0.0138812849987,1445976590.0,2000000005.0,0.722988293193,1.0,0,0.001,-0.0052,-0.2722,2018-03-14 10:34:15,2018-03-14 10:38:41
gnosis-gno,Gnosis,GNO,104,102.543,281841.0,113267972.0,0.00248826738065,1104590.0,10000000.0,0.110459,1.0,0,-0.0032,-0.0035,-0.2195,2018-03-14 10:34:10,2018-03-14 10:38:41
vertcoin,Vertcoin,VTC,105,2.59578,1345710.0,112454835.0,0.0119666708861,43322175.0,43322175.0,1.0,84000000.0,0.515740178571,0.0048,0.0143,-0.2005,2018-03-14 10:34:02,2018-03-14 10:38:41
monaco,Monaco,MCO,106,8.48774,30553800.0,112085209.0,0.272594397357,13205542.0,31587682.0,0.418059862702,1.0,0,-0.0252,-0.1426,0.0397,2018-03-14 10:34:12,2018-03-14 10:38:41
genesis-vision,Genesis Vision,GVT,107,29.1008,14285300.0,108452306.0,0.131719651955,3726781.0,4436644.0,0.840000009016,1.0,0,-0.0191,-0.0975,-0.1887,2018-03-14 10:34:17,2018-03-14 10:38:41
quantstamp,Quantstamp,QSP,108,0.175531,4077020.0,108357774.0,0.0376255422154,617314171.0,976442388.0,0.632207469264,1.0,0,0.0007,0.0075,-0.1386,2018-03-14 10:34:17,2018-03-14 10:38:41
civic,Civic,CVC,109,0.315807,8019790.0,108227048.0,0.0741015314397,342699966.0,1000000000.0,0.342699966,1.0,0,-0.0235,-0.0037,-0.0254,2018-03-14 10:34:12,2018-03-14 10:38:41
bitcoindark,BitcoinDark,BTCD,110,83.7787,104436.0,107979198.0,0.000967186290826,1288862.0,1288862.0,1.0,1.0,0,0.0002,-0.0273,-0.1547,2018-03-14 10:34:03,2018-03-14 10:38:41
xpa,XPA,XPA,111,0.105135,53423.4,105135000.0,0.000508140961621,1000000000.0,10000000000.0,0.1,1.0,0,0.027,0.0746,0.1515,2018-03-14 10:34:14,2018-03-14 10:38:41
storm,Storm,STORM,112,0.0255108,19104500.0,104204140.0,0.183337245526,4084706883.0,10000000000.0,0.4084706883,1.0,0,-0.0043,-0.0362,-0.015,2018-03-14 10:34:18,2018-03-14 10:38:41
enjin-coin,Enjin Coin,ENJ,113,0.13496,2596500.0,102055745.0,0.0254419778132,756192535.0,1000000000.0,0.756192535,1.0,0,-0.0017,-0.0257,-0.1834,2018-03-14 10:34:16,2018-03-14 10:38:41
achain,Achain,ACT,114,0.220609,5457100.0,101828862.0,0.0535908964592,461580723.0,1000000000.0,0.461580723,1000000000.0,0.461580723,-0.0039,-0.0244,-0.2611,2018-03-14 10:34:14,2018-03-14 10:38:41
gamecredits,GameCredits,GAME,115,1.54298,957480.0,99299021.0,0.00964239113697,64355352.0,64355352.0,1.0,84000000.0,0.766135142857,-0.0138,-0.0456,-0.2899,2018-03-14 10:34:04,2018-03-14 10:38:41
rlc,iExec RLC,RLC,116,1.23842,1488830.0,99161272.0,0.0150142285387,80070793.0,86999785.0,0.920356216972,1.0,0,0.0328,0.0532,0.0254,2018-03-14 10:34:10,2018-03-14 10:38:41
decentraland,Decentraland,MANA,117,0.0931975,10889100.0,97870563.0,0.11126021621,1050141509.0,2644403343.0,0.397118507576,1.0,0,-0.0011,0.0486,-0.1124,2018-03-14 10:34:14,2018-03-14 10:38:41
ignis,Ignis,IGNIS,118,0.126859,1988340.0,96557960.0,0.0205921914672,761143950.0,999449694.0,0.761563042712,999449694.0,0.761563042712,0.0074,0.0225,-0.1529,2018-03-14 10:34:18,2018-03-14 10:38:41
minexcoin,MinexCoin,MNX,119,27.7526,159076.0,96263500.0,0.00165250588229,3468630.0,5775035.0,0.600624931277,19000000.0,0.182559473684,-0.0441,-0.0271,0.0141,2018-03-14 10:34:16,2018-03-14 10:38:41
santiment,Santiment Network Token,SAN,120,1.53573,2394620.0,96229411.0,0.0248844919148,62660371.0,83337000.0,0.75189136878,1.0,0,-0.0058,0.014,-0.1657,2018-03-14 10:34:12,2018-03-14 10:38:41
raiden-network-token,Raiden Network Token,RDN,121,1.89762,9060960.0,95201576.0,0.0951765756483,50168936.0,100000000.0,0.50168936,1.0,0,-0.004,-0.0139,-0.2288,2018-03-14 10:34:17,2018-03-14 10:38:41
theta-token,Theta Token,THETA,122,0.161689,8065520.0,95086671.0,0.0848228244314,588083732.0,1000000000.0,0.588083732,1.0,0,-0.0005,-0.0263,-0.1827,2018-03-14 10:34:20,2018-03-14 10:38:41
metal,Metal,MTL,123,4.2513,12842300.0,94559388.0,0.135812004198,22242464.0,66588888.0,0.334026662226,1.0,0,0.0105,-0.0016,-0.2131,2018-03-14 10:34:11,2018-03-14 10:38:41
aragon,Aragon,ANT,124,3.52189,286083.0,94054463.0,0.0030416738438,26705679.0,39609524.0,0.674223679133,1.0,0,-0.0021,0.0136,-0.2489,2018-03-14 10:34:10,2018-03-14 10:38:41
skycoin,Skycoin,SKY,125,11.8561,512472.0,91647700.0,0.00559176062247,7730004.0,25000000.0,0.30920016,100000000.0,0.07730004,0.0523,0.0777,-0.1664,2018-03-14 10:34:10,2018-03-14 10:38:41
paypie,PayPie,PPP,126,1.05837,165630.0,87315525.0,0.00189691352139,82500000.0,165000000.0,0.5,165000000.0,0.5,-0.0233,-0.052,-0.0531,2018-03-14 10:34:15,2018-03-14 10:38:41
poet,Po.et,POE,127,0.0382885,4150700.0,85644252.0,0.0484644316819,2236813969.0,3141592653.0,0.71200000002,1.0,0,0.0006,0.1296,-0.1493,2018-03-14 10:34:13,2018-03-14 10:38:41
dynamic-trading-rights,Dynamic Trading Rights,DTR,128,0.072016,47747.3,85643512.0,0.000557512167413,1189228953.0,3750000000.0,0.3171277208,1.0,0,-0.001,0.0628,-0.1567,2018-03-14 10:34:18,2018-03-14 10:38:41
salus,SaluS,SLS,129,82.5054,5172460.0,83350001.0,0.0620571078337,1010237.0,1010237.0,1.0,1.0,0,-0.0262,-0.0275,-0.0249,2018-03-14 10:34:06,2018-03-14 10:38:41
nav-coin,NavCoin,NAV,130,1.32817,578001.0,83094650.0,0.00695593518957,62563263.0,62563263.0,1.0,1.0,0,0.0012,-0.0176,-0.2068,2018-03-14 10:34:04,2018-03-14 10:38:41
credits,Credits,CS,131,0.594576,1785400.0,81067946.0,0.0220235011258,136345809.0,249471071.0,0.546539558489,1.0,0,0.0088,0.0684,-0.2521,2018-03-14 10:34:21,2018-03-14 10:38:41
ubiq,Ubiq,UBQ,132,2.01803,283053.0,80658043.0,0.00350929664882,39968704.0,39968704.0,1.0,1.0,0,-0.0115,-0.0326,-0.2819,2018-03-14 10:34:04,2018-03-14 10:38:41
digitalnote,DigitalNote,XDN,133,0.0114749,3560510.0,79144517.0,0.0449874499834,6897185789.0,6897185789.0,1.0,1.0,0,0.0093,0.0114,-0.2478,2018-03-14 10:34:03,2018-03-14 10:38:41
einsteinium,Einsteinium,EMC2,134,0.354378,41704900.0,76764866.0,0.543281089034,216618598.0,216618598.0,1.0,1.0,0,-0.0337,0.6729,0.2404,2018-03-14 10:34:02,2018-03-14 10:38:41
wax,WAX,WAX,135,0.154932,6174540.0,76374432.0,0.0808456421646,492954537.0,1850000000.0,0.266461911892,1.0,0,-0.0168,-0.1161,-0.4153,2018-03-14 10:34:18,2018-03-14 10:38:41
zencash,ZenCash,ZEN,136,22.3489,707463.0,76206955.0,0.00928344401111,3409875.0,3409875.0,1.0,21000000.0,0.162375,-0.0152,0.0196,-0.3226,2018-03-14 10:34:11,2018-03-14 10:38:41
arcblock,Arcblock,ABT,137,0.824627,14051500.0,76093873.0,0.18466007112,92276718.0,186000000.0,0.496111387097,1.0,0,0.0009,-0.0029,-0.1879,2018-03-14 10:34:21,2018-03-14 10:38:41
blockv,BLOCKv,VEE,138,0.0488201,663971.0,72984644.0,0.00909740684629,1494971209.0,3646271241.0,0.410000000052,1.0,0,0.0469,-0.0063,-0.1585,2018-03-14 10:34:17,2018-03-14 10:38:41
bridgecoin,BridgeCoin,BCO,139,2.68029,29952.3,72367830.0,0.000413889707623,27000000.0,27000000.0,1.0,27000000.0,1.0,-0.0108,0.0117,-0.1002,2018-03-14 10:34:15,2018-03-14 10:38:41
nuls,Nuls,NULS,140,3.05387,5343520.0,71964087.0,0.0742525921297,23564882.0,40000000.0,0.58912205,1.0,0,-0.0199,-0.0765,-0.2441,2018-03-14 10:34:15,2018-03-14 10:38:41
high-performance-blockchain,High Performance Blockchain,HPB,141,3.19139,3761720.0,70901835.0,0.0530553264242,22216600.0,100000000.0,0.222166,1.0,0,-0.0083,0.064,-0.1982,2018-03-14 10:34:18,2018-03-14 10:38:41
time-new-bank,Time New Bank,TNB,142,0.031174,6423560.0,70503716.0,0.0911095239292,2261619182.0,5541877892.0,0.408096177158,1.0,0,-0.0067,0.0722,-0.2377,2018-03-14 10:34:17,2018-03-14 10:38:41
asch,Asch,XAS,143,0.752865,1491620.0,70283961.0,0.0212227651768,93355331.0,114855331.0,0.812807992343,1.0,0,-0.0019,0.016,-0.1694,2018-03-14 10:34:10,2018-03-14 10:38:41
edgeless,Edgeless,EDG,144,0.849477,663345.0,69696424.0,0.00951763321458,82046276.0,132046997.0,0.621341475869,1.0,0,0.001,0.0397,-0.0475,2018-03-14 10:34:10,2018-03-14 10:38:41
dew,DEW,DEW,145,0.666887,100728.0,68852450.0,0.00146295447729,103244553.0,200000000.0,0.516222765,1.0,0,0.0403,0.04,-0.0794,2018-03-14 10:34:18,2018-03-14 10:38:41
oyster,Oyster,PRL,146,0.963296,455032.0,68651145.0,0.00662817786943,71266926.0,98592692.0,0.722841871485,1.0,0,-0.009,0.0051,-0.1365,2018-03-14 10:34:16,2018-03-14 10:38:41
sophiatx,SophiaTX,SPHTX,147,0.354692,101342.0,68013529.0,0.00149002707976,191753771.0,350000000.0,0.547867917143,1.0,0,-0.022,-0.0222,-0.2409,2018-03-14 10:34:18,2018-03-14 10:38:41
fusion,Fusion,FSN,148,2.45608,343142.0,67758826.0,0.00506416684374,27588200.0,57344000.0,0.481100027902,1.0,0,0.0082,0.001,-0.2034,2018-03-14 10:34:20,2018-03-14 10:38:41
pura,Pura,PURA,149,0.388569,495544.0,67251969.0,0.00736846827488,173076001.0,179858495.0,0.962289832348,350000000.0,0.49450286,-0.0054,-0.0455,-0.3379,2018-03-14 10:34:04,2018-03-14 10:38:41
genaro-network,Genaro Network,GNX,150,0.282175,2983810.0,66587139.0,0.0448106052432,235978168.0,675000000.0,0.349597285926,1.0,0,0.0021,0.0537,-0.1099,2018-03-14 10:34:18,2018-03-14 10:38:41
spacechain,SpaceChain,SPC,151,0.127347,108120.0,65582649.0,0.00164860678318,514991707.0,1000000000.0,0.514991707,1.0,0,-0.0014,-0.1274,0.024,2018-03-14 10:34:19,2018-03-14 10:38:41
adx-net,AdEx,ADX,152,0.883593,8985950.0,64882853.0,0.138494988807,73430701.0,100000000.0,0.73430701,100000000.0,0.73430701,0.0027,-0.0198,-0.2033,2018-03-14 10:34:12,2018-03-14 10:38:41
envion,Envion,EVN,153,0.604749,109084.0,64720124.0,0.00168547266689,107019812.0,127618703.0,0.838590343611,1.0,0,0.0112,0.0005,0.0351,2018-03-14 10:34:20,2018-03-14 10:38:41
medibloc,MediBloc,MED,154,0.0216304,1041900.0,64164075.0,0.0162380584463,2966384100.0,4097545844.0,0.723941650182,10000000000.0,0.29663841,0.0045,0.0259,-0.2511,2018-03-14 10:34:18,2018-03-14 10:38:41
ethlend,ETHLend,LEND,155,0.0593497,4292880.0,64124569.0,0.0669459470363,1080453124.0,1299999942.0,0.831117824773,1.0,0,-0.0071,0.0177,-0.2112,2018-03-14 10:34:17,2018-03-14 10:38:41
ion,ION,ION,156,3.09168,732101.0,62922975.0,0.0116348758144,20352357.0,26252357.0,0.775258274905,1.0,0,-0.007,0.0048,-0.1356,2018-03-14 10:34:07,2018-03-14 10:38:41
poa-network,POA Network,POA,157,0.350539,2358250.0,61948149.0,0.0380681269427,176722560.0,252193195.0,0.700742777774,1.0,0,-0.0115,-0.022,-0.1242,2018-03-14 10:34:21,2018-03-14 10:38:41
c20,CRYPTO20,C20,158,1.56638,2626360.0,61910703.0,0.0424217441046,39524702.0,40656082.0,0.972171937276,1.0,0,0.0002,0.0047,-0.1519,2018-03-14 10:34:20,2018-03-14 10:38:41
bluzelle,Bluzelle,BLZ,159,0.373956,3551580.0,61702740.0,0.0575595184266,165000000.0,500000000.0,0.33,1.0,0,-0.0002,0.0129,-0.1595,2018-03-14 10:34:21,2018-03-14 10:38:41
telcoin,Telcoin,TEL,160,0.00218308,390819.0,60480389.0,0.00646191280284,27704156105.0,1e+11,0.27704156105,1.0,0,-0.0213,-0.0193,-0.2564,2018-03-14 10:34:19,2018-03-14 10:38:41
feathercoin,Feathercoin,FTC,161,0.309051,846420.0,60125143.0,0.0140776380357,194547640.0,194547640.0,1.0,336000000.0,0.579010833333,-0.0118,0.1145,0.1935,2018-03-14 10:34:01,2018-03-14 10:38:41
experience-points,Experience Points,XP,162,0.000273139,207175.0,59944614.0,0.00345610699904,2.19465599359e+11,2.54279059631e+11,0.863089550817,1.0,0,0.0066,0.0564,-0.2191,2018-03-14 10:34:08,2018-03-14 10:38:41
bibox-token,Bibox Token,BIX,163,0.566266,3998000.0,59672016.0,0.0669995798366,105378066.0,271520349.0,0.388103751296,1.0,0,-0.0027,0.0133,-0.1249,2018-03-14 10:34:18,2018-03-14 10:38:41
simple-token,Simple Token,OST,164,0.202482,2184160.0,58419247.0,0.0373876780712,288515753.0,800000000.0,0.36064469125,1.0,0,0.0127,0.0166,-0.2763,2018-03-14 10:34:18,2018-03-14 10:38:41
sonm,SONM,SNM,165,0.162273,994076.0,58353371.0,0.017035451131,359600000.0,444000000.0,0.80990990991,1.0,0,-0.0134,0.0274,-0.0851,2018-03-14 10:34:11,2018-03-14 10:38:41
bitbay,BitBay,BAY,166,0.0568923,297098.0,57465597.0,0.00517001502656,1010076886.0,1010076886.0,1.0,1.0,0,-0.0064,0.0155,-0.1943,2018-03-14 10:34:05,2018-03-14 10:38:41
spankchain,SpankChain,SPANK,167,0.18936,143905.0,56816216.0,0.00253281563137,300043386.0,1000000000.0,0.300043386,1.0,0,0.0033,0.006,-0.1495,2018-03-14 10:34:17,2018-03-14 10:38:41
jibrel-network,Jibrel Network,JNT,168,0.378026,2102940.0,56703900.0,0.0370863379768,150000000.0,200000000.0,0.75,1.0,0,0.0068,-0.0008,-0.123,2018-03-14 10:34:20,2018-03-14 10:38:41
vibe,VIBE,VIBE,169,0.281687,1185940.0,56313149.0,0.0210597350896,199913907.0,267000000.0,0.748741224719,1.0,0,-0.0137,-0.0015,-0.1709,2018-03-14 10:34:14,2018-03-14 10:38:41
amber,Ambrosus,AMB,170,0.386596,815774.0,55898293.0,0.014593898243,144590975.0,361477438.0,0.399999999447,1.0,0,0.0096,-0.005,-0.2176,2018-03-14 10:34:15,2018-03-14 10:38:41
medishares,MediShares,MDS,171,0.114559,4682580.0,55390635.0,0.0845373951752,483511857.0,2000000000.0,0.2417559285,1.0,0,0.0024,-0.0257,-0.3969,2018-03-14 10:34:18,2018-03-14 10:38:41
red-pulse,Red Pulse,RPX,172,0.0991166,1889950.0,53854856.0,0.0350933999341,543348500.0,1358371250.0,0.4,1.0,0,0.0084,-0.025,-0.3094,2018-03-14 10:34:16,2018-03-14 10:38:41
quantum-resistant-ledger,Quantum Resistant Ledger,QRL,173,1.03157,338158.0,53641640.0,0.0063040205333,52000000.0,65000000.0,0.8,105000000.0,0.495238095238,-0.0007,-0.0067,-0.2629,2018-03-14 10:34:11,2018-03-14 10:38:41
peercoin,Peercoin,PPC,174,2.1574,830969.0,53190916.0,0.0156223855968,24655101.0,24655101.0,1.0,1.0,0,-0.0102,-0.0615,-0.205,2018-03-14 10:34:01,2018-03-14 10:38:41
streamr-datacoin,Streamr DATAcoin,DATA,175,0.0779284,176369.0,52769568.0,0.00334224832009,677154514.0,987154514.0,0.685966081699,1.0,0,0.0095,-0.0098,-0.0935,2018-03-14 10:34:16,2018-03-14 10:38:41
wings,Wings,WINGS,176,0.587397,2303670.0,52694406.0,0.043717543756,89708333.0,100000000.0,0.89708333,1.0,0,-0.0047,-0.0485,-0.1911,2018-03-14 10:34:09,2018-03-14 10:38:41
origintrail,OriginTrail,TRAC,177,0.204321,447854.0,52001248.0,0.00861237022619,254507606.0,500000000.0,0.509015212,1.0,0,-0.0014,0.0542,-0.0013,2018-03-14 10:34:20,2018-03-14 10:38:41
ripio-credit-network,Ripio Credit Network,RCN,178,0.10563,6162020.0,51624868.0,0.119361467423,488733009.0,999942647.0,0.488761040912,1.0,0,0.0028,-0.0059,-0.2696,2018-03-14 10:34:16,2018-03-14 10:38:41
burst,Burst,BURST,179,0.0285992,533828.0,51488279.0,0.0103679518983,1800339818.0,1800339818.0,1.0,2158812800.0,0.833949019572,-0.0117,-0.0113,-0.1924,2018-03-14 10:34:04,2018-03-14 10:38:41
melon,Melon,MLN,180,84.8674,278072.0,50869520.0,0.00546637750857,599400.0,749400.0,0.799839871898,1.0,0,-0.0009,-0.0012,-0.2766,2018-03-14 10:34:10,2018-03-14 10:38:41
eidoo,Eidoo,EDO,181,1.73394,828014.0,50737618.0,0.0163195284414,29261461.0,90208328.0,0.324376492157,1.0,0,0.0016,0.0215,-0.2544,2018-03-14 10:34:15,2018-03-14 10:38:41
iot-chain,IoT Chain,ITC,182,1.02845,7862460.0,49985374.0,0.157295211995,48602629.0,100000000.0,0.48602629,1.0,0,-0.018,-0.0234,-0.3166,2018-03-14 10:34:17,2018-03-14 10:38:41
wagerr,Wagerr,WGR,183,0.272289,40129.2,49828887.0,0.000805340083153,183000000.0,198360471.0,0.922562842674,200000000.0,0.915,-0.0033,0.0092,-0.2227,2018-03-14 10:34:12,2018-03-14 10:38:41
deepbrain-chain,DeepBrain Chain,DBC,184,0.0543187,2928890.0,48886830.0,0.0599116367332,900000000.0,10000000000.0,0.09,10000000000.0,0.09,-0.0134,0.0313,-0.2676,2018-03-14 10:34:18,2018-03-14 10:38:41
html-coin,HTMLCOIN,HTML,185,0.000737676,153744.0,48410749.0,0.00317582361719,65626032185.0,93968272754.0,0.698385000188,1.0,0,0.0857,0.0491,-0.125,2018-03-14 10:34:18,2018-03-14 10:38:41
xtrabytes,XTRABYTES,XBY,186,0.111507,146040.0,47948010.0,0.00304579898102,430000000.0,650000000.0,0.661538461538,650000000.0,0.661538461538,0.0014,0.0872,-0.1529,2018-03-14 10:34:10,2018-03-14 10:38:41
universa,Universa,UTNP,187,0.02822,226450.0,47928544.0,0.00472474189911,1698389232.0,4997891952.0,0.339821118246,1.0,0,0.0068,0.033,-0.183,2018-03-14 10:34:20,2018-03-14 10:38:41
utrust,UTRUST,UTK,188,0.166622,1500180.0,47634776.0,0.0314933778633,285885273.0,500000000.0,0.571770546,1.0,0,-0.0103,0.0031,-0.1679,2018-03-14 10:34:18,2018-03-14 10:38:41
ink,Ink,INK,189,0.101072,21203700.0,46888365.0,0.452216663985,463910527.0,1000000000.0,0.463910527,1000000000.0,0.463910527,-0.0018,-0.0292,-0.2696,2018-03-14 10:34:16,2018-03-14 10:38:41
blockmason,BlockMason Credit Protocol,BCPT,190,0.672368,5130250.0,46808360.0,0.109601148171,69617174.0,116158667.0,0.599328279137,1.0,0,-0.0046,-0.0203,-0.2863,2018-03-14 10:34:15,2018-03-14 10:38:41
singulardtv,SingularDTV,SNGLS,191,0.0774943,652446.0,46496580.0,0.0140321288146,600000000.0,1000000000.0,0.6,1.0,0,-0.0031,0.0052,-0.2054,2018-03-14 10:34:08,2018-03-14 10:38:41
ins-ecosystem,INS Ecosystem,INS,192,1.64732,9300900.0,46138104.0,0.201588257723,28007979.0,50000000.0,0.56015958,1.0,0,0.0145,0.023,-0.1422,2018-03-14 10:34:19,2018-03-14 10:38:41
mobilego,MobileGo,MGO,193,0.469163,165066.0,45991522.0,0.00358905278238,98028877.0,100000000.0,0.98028877,1.0,0,0.0049,0.0092,-0.226,2018-03-14 10:34:11,2018-03-14 10:38:41
smartmesh,SmartMesh,SMT,194,0.0323577,3711870.0,45744621.0,0.0811433108168,1413716694.0,3141592653.0,0.450000000048,1.0,0,0.0108,0.0136,-0.3009,2018-03-14 10:34:18,2018-03-14 10:38:41
library-credit,LBRY Credits,LBC,195,0.296241,1173920.0,45589328.0,0.025749886026,153892701.0,528792704.0,0.291026521047,1.0,0,-0.0144,0.0347,-0.3731,2018-03-14 10:34:07,2018-03-14 10:38:41
cloakcoin,CloakCoin,CLOAK,196,8.92211,554677.0,45549117.0,0.0121775576901,5105196.0,5105196.0,1.0,1.0,0,0.0241,-0.0138,-0.3383,2018-03-14 10:34:03,2018-03-14 10:38:41
taas,TaaS,TAAS,197,5.5313,242897.0,45057974.0,0.00539076612721,8146001.0,8146001.0,1.0,1.0,0,-0.0002,0.0237,-0.1347,2018-03-14 10:34:10,2018-03-14 10:38:41
