id,name,symbol,rank,price,day_volume,market_cap,p_day_vol,available_supply,total_supply,p_tot_supply,max_supply,p_max_supply,p_change_hour,p_change_day,p_change_week,last_updated,load_date
deeponion,DeepOnion,ONION,299,1.92885,102629.0,21792401.0,0.00470939388459,11298132.0,19763775.0,0.571658602671,25000000.0,0.45192528,-0.0235,-0.0548,-0.3141,2018-03-14 10:34:16,2018-03-14 10:38:41
maecenas,Maecenas,ART,300,0.721397,813.328,21750228.0,3.73939988123e-05,30150150.0,100000000.0,0.3015015,1.0,0,-0.0036,0.0141,-0.0807,2018-03-14 10:34:15,2018-03-14 10:38:41
yoyow,YOYOW,YOYOW,301,0.0860197,1212700.0,21504925.0,0.0563917335215,249999999.0,300000000.0,0.83333333,1000000000.0,0.249999999,0.0222,0.0545,-0.1922,2018-03-14 10:34:13,2018-03-14 10:38:41
uquid-coin,Uquid Coin,UQC,302,2.14927,47392.9,21492700.0,0.00220506962829,10000000.0,40000000.0,0.25,1.0,0,-0.0076,0.0521,-0.1205,2018-03-14 10:34:17,2018-03-14 10:38:41
bitconnect,BitConnect,BCC,303,2.27017,23885.7,21137882.0,0.00112999495408,9311145.0,10037977.0,0.927591784679,28000000.0,0.332540892857,0.0207,0.0388,-0.0542,2018-03-14 10:34:09,2018-03-14 10:38:41
cappasity,Cappasity,CAPP,304,0.0639232,151478.0,21094151.0,0.00718104274498,329992098.0,438686537.0,0.752227547845,1.0,0,0.021,0.0151,-0.2849,2018-03-14 10:34:17,2018-03-14 10:38:41
aeron,Aeron,ARN,305,1.62212,1099820.0,21087560.0,0.0521549197726,13000000.0,20000000.0,0.65,1.0,0,-0.0013,-0.0232,-0.2162,2018-03-14 10:34:17,2018-03-14 10:38:41
faircoin,FairCoin,FAIR,306,0.395936,13008.6,21061353.0,0.000617652626591,53193831.0,53193831.0,1.0,1.0,0,0.0307,0.0111,-0.1927,2018-03-14 10:34:02,2018-03-14 10:38:41
blocktix,Blocktix,TIX,307,0.525628,3188050.0,21025120.0,0.151630525771,40000000.0,62500000.0,0.64,1.0,0,-0.0171,0.0425,-0.1282,2018-03-14 10:34:13,2018-03-14 10:38:41
odyssey,Odyssey,OCN,308,0.0105027,11158400.0,21005400.0,0.531215782608,2000000000.0,10000000000.0,0.2,1.0,0,-0.0028,-0.0028,-0.3949,2018-03-14 10:34:20,2018-03-14 10:38:41
iht-real-estate-protocol,IHT Real Estate Protocol,IHT,309,0.0907867,2373290.0,20729439.0,0.11448886774,228331235.0,1000000000.0,0.228331235,1.0,0,-0.0173,-0.0456,-0.1967,2018-03-14 10:34:21,2018-03-14 10:38:41
mintcoin,Mintcoin,MINT,310,0.000830119,102595.0,20709195.0,0.00495407957673,24947260808.0,24947260808.0,1.0,1.0,0,-0.0033,-0.0543,-0.2765,2018-03-14 10:34:02,2018-03-14 10:38:41
dadi,DADI,DADI,311,0.269834,907118.0,20616464.0,0.0439996887924,76404249.0,100000000.0,0.76404249,1.0,0,-0.0119,-0.0387,-0.2759,2018-03-14 10:34:20,2018-03-14 10:38:41
mothership,Mothership,MSP,312,0.146962,111810.0,20574680.0,0.00543434940422,140000000.0,200000000.0,0.7,1.0,0,-0.0035,0.134,-0.2006,2018-03-14 10:34:13,2018-03-14 10:38:41
blackmoon,Blackmoon,BMC,313,0.966961,1128250.0,20558361.0,0.0548803477087,21260797.0,60000000.0,0.354346616667,1.0,0,-0.0061,-0.0843,-0.1019,2018-03-14 10:34:14,2018-03-14 10:38:41
agrello-delta,Agrello,DLT,314,0.238768,1364980.0,20529004.0,0.0664903177962,85978873.0,130271020.0,0.659999998465,1.0,0,0.0072,-0.0301,-0.1133,2018-03-14 10:34:14,2018-03-14 10:38:41
elastic,Elastic,XEL,315,0.228812,108014.0,20494719.0,0.00527033329903,89570123.0,100000000.0,0.89570123,1.0,0,-0.0018,-0.0113,-0.2755,2018-03-14 10:34:11,2018-03-14 10:38:41
selfkey,Selfkey,KEY,316,0.0108588,95361.7,20493540.0,0.0046532565872,1887274879.0,5999999954.0,0.314545815578,1.0,0,-0.0022,0.0041,-0.1691,2018-03-14 10:34:19,2018-03-14 10:38:41
zoin,Zoin,ZOI,317,1.17874,58169.0,20407069.0,0.00285043383741,17312613.0,17312613.0,1.0,21000000.0,0.824410142857,0.0122,0.0406,-0.2353,2018-03-14 10:34:08,2018-03-14 10:38:41
trust,WeTrust,TRST,318,0.221368,289215.0,20398508.0,0.0141782428401,92147500.0,100000000.0,0.921475,100000000.0,0.921475,-0.0049,-0.0491,-0.3003,2018-03-14 10:34:10,2018-03-14 10:38:41
guppy,Matchpool,GUP,319,0.271753,4224570.0,20381475.0,0.207274988685,75000000.0,98855150.0,0.758685814548,1.0,0,-0.0018,0.0074,-0.2447,2018-03-14 10:34:11,2018-03-14 10:38:41
tao,Tao,XTO,320,0.613002,4460.78,20124163.0,0.000221662883569,32828869.0,32828869.0,1.0,1.0,0,-0.0034,-0.029,-0.3033,2018-03-14 10:34:08,2018-03-14 10:38:41
trade-token,Trade Token,TIO,321,0.238406,162505.0,20094177.0,0.0080871687355,84285536.0,223534823.0,0.377057743706,1.0,0,0.0018,0.0381,-0.1105,2018-03-14 10:34:19,2018-03-14 10:38:41
qunqun,QunQun,QUN,322,0.0347307,2994850.0,19985567.0,0.149850639714,575443822.0,1500000000.0,0.383629214667,1.0,0,0.0083,0.0327,-0.2863,2018-03-14 10:34:19,2018-03-14 10:38:41
gridcoin,GridCoin,GRC,323,0.0512027,24781.1,19985067.0,0.00123998083169,390312753.0,390312753.0,1.0,1.0,0,0.0003,0.0483,-0.2286,2018-03-14 10:34:05,2018-03-14 10:38:41
hi-mutual-society,Hi Mutual Society,HMC,324,0.0494562,377849.0,19960522.0,0.0189298155629,403600000.0,1000000000.0,0.4036,1.0,0,0.0001,-0.0032,-0.2184,2018-03-14 10:34:20,2018-03-14 10:38:41
lamden,Lamden,TAU,325,0.140254,154123.0,19946325.0,0.00772688703308,142215728.0,288090567.0,0.49364937381,1.0,0,0.0229,0.0375,-0.2592,2018-03-14 10:34:18,2018-03-14 10:38:41
qbao,Qbao,QBT,326,0.299991,2922220.0,19604833.0,0.149056102646,65351403.0,100000000.0,0.65351403,1.0,0,0.0095,0.0067,-0.3098,2018-03-14 10:34:17,2018-03-14 10:38:41
energo,Energo,TSL,327,0.0335677,1071530.0,19537376.0,0.054845133758,582029029.0,1000000000.0,0.582029029,1.0,0,-0.0114,-0.0358,-0.1927,2018-03-14 10:34:17,2018-03-14 10:38:41
swftcoin,SwftCoin,SWFTC,328,0.0110319,4923600.0,19305825.0,0.255031836246,1750000000.0,10000000000.0,0.175,1.0,0,-0.002,0.0455,-0.2289,2018-03-14 10:34:18,2018-03-14 10:38:41
atn,ATN,ATN,329,0.879195,183467.0,19101203.0,0.00960499713029,21725786.0,210000000.0,0.10345612381,1.0,0,0.0062,0.0226,-0.1666,2018-03-14 10:34:18,2018-03-14 10:38:41
aurora-dao,Aurora DAO,AURA,330,0.185732,7610.17,18927488.0,0.000402069730542,101907520.0,1000000000.0,0.10190752,1.0,0,0.0246,0.0568,-0.2156,2018-03-14 10:34:19,2018-03-14 10:38:41
nolimitcoin,NoLimitCoin,NLC2,331,0.0919453,141156.0,18904260.0,0.00746688841563,205603330.0,205603330.0,1.0,1.0,0,-0.0249,-0.0276,-0.1984,2018-03-14 10:34:08,2018-03-14 10:38:41
florincoin,FlorinCoin,FLO,332,0.131286,308727.0,18735793.0,0.016477925434,142709759.0,142709759.0,1.0,160000000.0,0.89193599375,-0.0014,0.0288,0.0263,2018-03-14 10:34:01,2018-03-14 10:38:41
expanse,Expanse,EXP,333,2.3682,191959.0,18723928.0,0.0102520689035,7906397.0,16906397.0,0.467657124105,1.0,0,-0.0051,-0.0176,-0.3008,2018-03-14 10:34:05,2018-03-14 10:38:41
rivetz,Rivetz,RVT,334,0.711334,3470.74,18668583.0,0.000185913413996,26244468.0,200000000.0,0.13122234,1.0,0,-0.1004,0.1262,0.0823,2018-03-14 10:34:14,2018-03-14 10:38:41
omni,Omni,OMNI,335,33.0605,171598.0,18537930.0,0.00925658905822,560727.0,617043.0,0.908732454626,1.0,0,-0.0097,-0.0479,-0.15,2018-03-14 10:34:02,2018-03-14 10:38:41
hempcoin,HempCoin,THC,336,0.080001,87195.9,18438531.0,0.00472900471301,230478760.0,230478760.0,1.0,1.0,0,0.0088,0.0416,-0.1138,2018-03-14 10:34:03,2018-03-14 10:38:41
icos,ICOS,ICOS,337,31.7554,146872.0,18416928.0,0.00797483706295,579962.0,591617.0,0.98029975474,1.0,0,-0.0036,0.009,-0.0975,2018-03-14 10:34:15,2018-03-14 10:38:41
encrypgen,EncrypGen,DNA,338,0.297016,37290.1,18397119.0,0.00202695324197,61939825.0,70978386.0,0.872657558035,1.0,0,-0.0036,0.0,-0.0029,2018-03-14 10:34:17,2018-03-14 10:38:41
pascal-coin,Pascal Coin,PASC,339,0.977677,37614.5,18263104.0,0.00205958965135,18680100.0,18680100.0,1.0,1.0,0,-0.0045,0.0053,-0.1916,2018-03-14 10:34:09,2018-03-14 10:38:41
latoken,LATOKEN,LA,340,0.234171,938731.0,18227731.0,0.0515001565472,77839404.0,400000000.0,0.19459851,1000000000.0,0.077839404,-0.0122,-0.0115,-0.1349,2018-03-14 10:34:15,2018-03-14 10:38:41
primecoin,Primecoin,XPM,341,0.789307,127478.0,18040936.0,0.00706604136282,22856678.0,22856678.0,1.0,1.0,0,-0.0023,0.0509,-0.1071,2018-03-14 10:34:01,2018-03-14 10:38:41
restart-energy-mwat,Restart Energy MWAT,MWAT,342,0.0431267,144345.0,17897581.0,0.00806505638946,415000000.0,470000000.0,0.882978723404,500000000.0,0.83,-0.0077,0.0013,-0.1687,2018-03-14 10:34:21,2018-03-14 10:38:41
newyorkcoin,NewYorkCoin,NYC,343,0.000134241,29994.8,17744709.0,0.00169035175499,1.32185463284e+11,1.32185463284e+11,1.0,1.32185463284e+11,1.0,0.0043,-0.0198,-0.1252,2018-03-14 10:34:02,2018-03-14 10:38:41
moeda-loyalty-points,Moeda Loyalty Points,MDA,344,0.903186,1553810.0,17728537.0,0.0876445698819,19628888.0,19628888.0,1.0,1.0,0,-0.0024,-0.0258,-0.2282,2018-03-14 10:34:14,2018-03-14 10:38:41
electra,Electra,ECA,345,0.000743871,85714.3,17582998.0,0.00487483988794,23637159576.0,24504316129.0,0.964612089216,30000000000.0,0.7879053192,0.0679,0.0381,-0.2177,2018-03-14 10:34:11,2018-03-14 10:38:41
posw-coin,PoSW Coin,POSW,346,0.398417,46184.5,17570190.0,0.00262857146109,44100000.0,70000000.0,0.63,1.0,0,-0.0272,-0.0091,-0.2368,2018-03-14 10:34:09,2018-03-14 10:38:41
propy,Propy,PRO,347,1.00479,6846620.0,17510265.0,0.391006075579,17426790.0,100000000.0,0.1742679,1.0,0,-0.0026,0.0126,-0.1194,2018-03-14 10:34:14,2018-03-14 10:38:41
true-chain,True Chain,TRUE,348,0.69623,15884400.0,17405750.0,0.912594975798,25000000.0,100000000.0,0.25,1.0,0,-0.0136,0.0186,-0.1772,2018-03-14 10:34:20,2018-03-14 10:38:41
alqo,ALQO,ALQO,349,0.563193,94325.3,17402534.0,0.0054202048966,30899770.0,30999771.0,0.996774137461,57879300.0,0.533865647995,-0.0033,0.0126,-0.1882,2018-03-14 10:34:17,2018-03-14 10:38:41
waves-community-token,Waves Community Token,WCT,350,1.74394,46734.2,17386379.0,0.00268797775546,9969597.0,10000000.0,0.9969597,1.0,0,0.0047,0.0166,-0.1224,2018-03-14 10:34:09,2018-03-14 10:38:41
firstblood,FirstBlood,1ST,351,0.201749,325396.0,17261316.0,0.0188511698645,85558371.0,93468691.0,0.915369307996,1.0,0,-0.0049,-0.0042,-0.4093,2018-03-14 10:34:08,2018-03-14 10:38:41
e-dinar-coin,E-Dinar Coin,EDR,352,0.0194265,32638.8,17215997.0,0.00189584140843,886211988.0,1011211988.0,0.876385959143,1e+15,8.86211988e-07,0.0178,-0.0074,-0.1402,2018-03-14 10:34:08,2018-03-14 10:38:41
insurepal,InsurePal,IPL,353,0.0842657,32557.9,16937406.0,0.0019222483065,201000000.0,300000000.0,0.67,1.0,0,0.0202,-0.0219,-0.085,2018-03-14 10:34:19,2018-03-14 10:38:41
covesting,Covesting,COV,354,0.964642,59627.5,16881235.0,0.00353217640771,17500000.0,20000000.0,0.875,1.0,0,-0.004,-0.0124,-0.1534,2018-03-14 10:34:18,2018-03-14 10:38:41
aichain,AICHAIN,AIT,355,0.031538,7311.76,16811869.0,0.000434916546162,533067071.0,2100000000.0,0.253841462381,1.0,0,0.0004,0.0693,-0.2586,2018-03-14 10:34:19,2018-03-14 10:38:41
solarcoin,SolarCoin,SLR,356,0.399637,21066.1,16756746.0,0.00125717129089,41929915.0,98034383654.0,0.00042770621324,1.0,0,0.0071,-0.0136,-0.2296,2018-03-14 10:34:03,2018-03-14 10:38:41
oax,OAX,OAX,357,0.663128,598688.0,16584334.0,0.0360996106325,25009250.0,100000000.0,0.2500925,1.0,0,-0.0054,-0.0323,-0.2003,2018-03-14 10:34:13,2018-03-14 10:38:41
radium,Radium,RADS,358,4.74072,607960.0,16417973.0,0.0370301498242,3463181.0,3463181.0,1.0,1.0,0,-0.0029,-0.0591,-0.2438,2018-03-14 10:34:06,2018-03-14 10:38:41
all-sports,All Sports,SOC,359,0.0386168,1377810.0,16139181.0,0.0853705030014,417931606.0,1500000000.0,0.278621070667,1.0,0,0.0064,0.0175,-0.3976,2018-03-14 10:34:20,2018-03-14 10:38:41
b2bx,B2BX,B2B,360,0.987948,31694.6,16135303.0,0.00196430150707,16332138.0,19822337.0,0.823925957873,1.0,0,0.0372,0.0669,0.1837,2018-03-14 10:34:17,2018-03-14 10:38:41
investfeed,InvestFeed,IFT,361,0.0831606,37395.9,15915380.0,0.00234967057023,191381257.0,191381257.0,1.0,1.0,0,-0.009,0.189,-0.3231,2018-03-14 10:34:12,2018-03-14 10:38:41
bitusd,bitUSD,BITUSD,362,1.14422,681346.0,15858775.0,0.0429633436378,13859900.0,13859900.0,1.0,1.0,0,0.0062,0.0191,0.0442,2018-03-14 10:34:04,2018-03-14 10:38:41
canyacoin,CanYaCoin,CAN,363,0.399162,118396.0,15823917.0,0.00748209182341,39642845.0,95827000.0,0.413691809198,1.0,0,-0.0559,-0.0196,-0.2671,2018-03-14 10:34:18,2018-03-14 10:38:41
bodhi,Bodhi,BOT,364,0.395165,1677710.0,15806600.0,0.10613984032,40000000.0,100000000.0,0.4,100000000.0,0.4,-0.001,0.0314,-0.1212,2018-03-14 10:34:17,2018-03-14 10:38:41
divi,Divi,DIVX,365,3.06473,98771.6,15762540.0,0.00626622359087,5143207.0,6171607.0,0.833365928842,1.0,0,0.0113,-0.0117,-0.0717,2018-03-14 10:34:17,2018-03-14 10:38:41
neumark,Neumark,NEU,366,0.548437,106203.0,15755131.0,0.00674085159939,28727331.0,53020035.0,0.541820294913,1500000000.0,0.019151554,-0.001,-0.0071,-0.1187,2018-03-14 10:34:18,2018-03-14 10:38:41
carvertical,carVertical,CV,367,0.00295225,96088.2,15556470.0,0.00617673546762,5269360551.0,9931143978.0,0.530589483213,1.0,0,-0.0095,-0.0666,-0.2878,2018-03-14 10:34:20,2018-03-14 10:38:41
bitclave,BitClave,CAT,368,0.0304979,1426750.0,15291476.0,0.0933036156876,501394406.0,1597746125.0,0.313813564092,1.0,0,-0.0041,0.0167,-0.2007,2018-03-14 10:34:18,2018-03-14 10:38:41
monetaryunit,MonetaryUnit,MUE,369,0.119859,195508.0,15180208.0,0.012879138415,126650545.0,126650545.0,1.0,4000000000.0,0.03166263625,0.0017,-0.0023,-0.3009,2018-03-14 10:34:04,2018-03-14 10:38:41
coinpoker,CoinPoker,CHP,370,0.0932873,367906.0,15151419.0,0.0242819500933,162416741.0,354786435.0,0.457787347478,1.0,0,0.0056,-0.0982,0.0,2018-03-14 10:34:21,2018-03-14 10:38:41
snovio,Snovio,SNOV,371,0.0373866,781527.0,15141440.0,0.0516151039795,404996436.0,651129644.0,0.621990474143,1.0,0,-0.0137,0.0892,-0.0117,2018-03-14 10:34:17,2018-03-14 10:38:41
ixledger,iXledger,IXT,372,0.422392,54859.4,15112697.0,0.00363002050527,35778844.0,65778844.0,0.543926311627,1.0,0,-0.0026,-0.0546,0.0651,2018-03-14 10:34:12,2018-03-14 10:38:41
bitsend,BitSend,BSD,373,0.799927,102647.0,14774552.0,0.0069475541458,18469875.0,18469875.0,1.0,1.0,0,0.0006,0.0112,-0.2261,2018-03-14 10:34:03,2018-03-14 10:38:41
prizm,PRIZM,PZM,374,0.962668,9887.07,14696407.0,0.000672754231698,15266329.0,15266329.0,1.0,6000000000.0,0.00254438816667,0.0008,0.0686,0.0299,2018-03-14 10:34:10,2018-03-14 10:38:41
chronobank,Chronobank,TIME,375,20.4243,2183420.0,14503557.0,0.150543759714,710113.0,710113.0,1.0,1.0,0,-0.005,0.1472,-0.4036,2018-03-14 10:34:09,2018-03-14 10:38:41
rialto,Rialto,XRL,376,0.195947,16602.0,14312687.0,0.00115994991017,73043663.0,100000000.0,0.73043663,1.0,0,-0.001,0.0367,-0.0546,2018-03-14 10:34:12,2018-03-14 10:38:41
alis,ALIS,ALIS,377,0.370216,51740.1,14267624.0,0.00362639918181,38538647.0,75209200.0,0.512419318381,1.0,0,-0.0037,0.0821,-0.0945,2018-03-14 10:34:15,2018-03-14 10:38:41
clams,Clams,CLAM,378,4.87239,72303.4,14205838.0,0.00508969622207,2915579.0,16613782.0,0.175491588851,1.0,0,-0.011,0.0126,-0.065,2018-03-14 10:34:04,2018-03-14 10:38:41
russian-mining-coin,Russian Miner Coin,RMC,379,9357.89,9260.47,14102340.0,0.000656661944046,1507.0,10757.0,0.140094821976,1.0,0,-0.0036,0.1933,-0.1269,2018-03-14 10:34:16,2018-03-14 10:38:41
draftcoin,DraftCoin,DFT,380,1.82861,466167.0,14092929.0,0.0330780776658,7706908.0,17706908.0,0.435248661144,1.0,0,-0.0023,0.0259,0.1263,2018-03-14 10:34:06,2018-03-14 10:38:41
incent,Incent,INCNT,381,0.305795,67639.2,14071647.0,0.00480677208574,46016602.0,46016625.0,0.999999500181,1.0,0,-0.0125,0.0341,-0.1794,2018-03-14 10:34:09,2018-03-14 10:38:41
fidentiax,FidentiaX,FDX,382,0.133651,73591.0,14033355.0,0.00524400615533,105000000.0,130000000.0,0.807692307692,1.0,0,0.0005,0.0108,-0.0008,2018-03-14 10:34:18,2018-03-14 10:38:41
energycoin,Energycoin,ENRG,383,0.115238,14391.5,14025279.0,0.00102611149482,121707071.0,121707071.0,1.0,1.0,0,-0.0036,-0.028,-0.1992,2018-03-14 10:34:03,2018-03-14 10:38:41
swarm-city,Swarm City,SWT,384,1.70748,108326.0,13916063.0,0.00778424185059,8150059.0,8150059.0,1.0,1.0,0,0.0061,0.0026,-0.2051,2018-03-14 10:34:10,2018-03-14 10:38:41
fedoracoin,FedoraCoin,TIPS,385,3.1275e-05,4565.7,13860085.0,0.000329413564203,4.43168182458e+11,4.43168182458e+11,1.0,1.0,0,0.0468,0.3418,0.7902,2018-03-14 10:34:02,2018-03-14 10:38:41
shield-xsh,SHIELD,XSH,386,0.028527,24410.7,13742053.0,0.00177635030224,481720937.0,481720937.0,1.0,660000000.0,0.729880207576,-0.0364,-0.0377,-0.2655,2018-03-14 10:34:16,2018-03-14 10:38:41
okcash,OKCash,OK,387,0.185011,391106.0,13673431.0,0.0286033549297,73906045.0,73906045.0,1.0,105000000.0,0.703867095238,0.0021,-0.0201,-0.2725,2018-03-14 10:34:05,2018-03-14 10:38:41
rubycoin,Rubycoin,RBY,388,0.537555,15440.5,13655113.0,0.00113074860677,25402262.0,25402262.0,1.0,1.0,0,-0.0037,0.0255,-0.2374,2018-03-14 10:34:02,2018-03-14 10:38:41
phore,Phore,PHR,389,1.92742,34420.2,13567787.0,0.00253690598179,7039351.0,12379351.0,0.568636514144,1.0,0,0.0007,0.0042,-0.3142,2018-03-14 10:34:17,2018-03-14 10:38:41
databits,Databits,DTB,390,0.593765,37860.1,13506853.0,0.0028030289513,22747809.0,22747809.0,1.0,1.0,0,0.0008,-0.061,-0.3726,2018-03-14 10:34:10,2018-03-14 10:38:41
hedge,Hedge,HDG,391,3.63564,620.114,13487040.0,4.59785097397e-05,3709674.0,5100033.0,0.727382352232,1.0,0,-0.0006,0.1083,-0.0925,2018-03-14 10:34:15,2018-03-14 10:38:41
universal-currency,Universal Currency,UNIT,392,1.01334,71425.3,13395208.0,0.00533215311028,13218868.0,17318868.0,0.763263973142,210000000.0,0.0629469904762,0.0328,0.016,-0.2047,2018-03-14 10:34:05,2018-03-14 10:38:41
bitdegree,BitDegree,BDG,393,0.0376142,28621.4,13310507.0,0.00215028623628,353869198.0,514800000.0,0.687391604507,1.0,0,-0.0005,-0.0429,-0.2365,2018-03-14 10:34:19,2018-03-14 10:38:41
earthcoin,EarthCoin,EAC,394,0.00112707,13661.6,13305282.0,0.00102678019151,11805195744.0,11805195744.0,1.0,1.0,0,0.0057,-0.0105,-0.2462,2018-03-14 10:34:02,2018-03-14 10:38:41
auroracoin,Auroracoin,AUR,395,1.53509,38106.5,13291023.0,0.0028670855509,8658139.0,8658139.0,1.0,1.0,0,-0.0035,-0.0047,-0.2753,2018-03-14 10:34:02,2018-03-14 10:38:41
myriad,Myriad,XMY,396,0.00849478,50514.2,13246860.0,0.00381329613206,1559411750.0,1559411750.0,1.0,1.0,0,-0.0059,-0.004,-0.2209,2018-03-14 10:34:03,2018-03-14 10:38:41
lomocoin,LoMoCoin,LMC,397,0.0580563,30867.7,13229872.0,0.00233318205951,227880044.0,312880044.0,0.728330388499,1.0,0,-0.0081,0.0217,-0.2762,2018-03-14 10:34:08,2018-03-14 10:38:41
hackspace-capital,Hackspace Capital,HAC,398,0.0406959,1013790.0,13198036.0,0.076813701675,324308731.0,1000000000.0,0.324308731,1.0,0,-0.0036,0.1965,-0.0195,2018-03-14 10:34:19,2018-03-14 10:38:41
mybit-token,MyBit Token,MYB,399,4.70792,72770.4,13179710.0,0.00552139614605,2799476.0,2812073.0,0.995520386562,1.0,0,-0.0162,-0.0963,0.3954,2018-03-14 10:34:13,2018-03-14 10:38:41
eztoken,EZToken,EZT,400,1.13869,1663900.0,13094935.0,0.127064395509,11500000.0,50000000.0,0.23,1.0,0,-0.0068,0.0093,-0.2103,2018-03-14 10:34:21,2018-03-14 10:38:41
